pizza_id,order_id,id_final_pizza,quantity
132,55,27.1,1
133,55,13.3,1
134,56,2.2,1
135,56,26.3,1
136,56,16.2,1
137,57,2.2,1
138,58,3.3,1
139,58,18.2,1
140,59,25.1,1
141,59,31.1,1
142,59,18.3,1
143,60,19.3,1
144,60,22.2,1
145,61,8.2,1
146,61,4.3,1
147,62,8.2,1
148,62,10.2,1
149,63,31.2,1
150,64,20.1,1
151,65,31.1,1
152,65,29.1,1
153,65,13.1,1
154,65,10.2,1
155,66,2.2,1
156,66,12.2,1
157,67,16.3,1
158,68,2.2,1
159,68,4.3,1
160,68,4.2,1
161,69,8.3,1
162,70,25.1,1
163,70,21.3,1
164,71,6.3,1
165,72,28.3,1
166,73,6.1,1
167,74,3.3,1
168,74,5.3,1
169,74,14.1,1
170,74,10.3,1
171,75,4.1,1
172,75,26.3,1
173,75,23.3,1
174,76,20.1,1
175,76,1.3,1
176,76,25.3,1
177,76,13.3,1
178,77,8.2,1
179,77,1.2,1
180,78,20.1,1
181,78,2.1,1
182,78,22.3,1
183,78,12.2,1
184,78,13.3,3
185,78,6.1,1
186,79,12.3,1
187,79,31.1,1
188,79,6.3,1
189,80,18.1,1
190,80,6.2,1
191,81,6.3,1
192,82,20.1,1
193,82,17.2,1
194,82,13.3,1
195,82,15.2,1
196,83,16.1,1
197,84,18.3,1
198,85,2.2,1
199,85,2.1,1
200,85,4.3,1
201,85,9.2,1
202,86,1.3,1
203,87,12.2,1
204,87,5.2,1
205,87,10.3,1
206,87,10.1,1
207,88,3.3,1
208,89,21.3,1
209,89,6.3,1
210,90,29.3,1
211,90,6.1,1
212,91,8.3,2
213,91,19.1,1
214,91,18.1,1
215,92,8.2,1
216,92,4.3,1
217,92,4.2,1
218,92,25.1,1
219,92,18.2,1
220,92,27.2,1
221,92,28.1,1
222,92,10.1,1
223,92,9.2,2
224,93,29.2,1
225,94,12.2,1
226,94,16.1,1
227,95,23.1,1
228,95,27.3,1
229,96,23.1,1
230,97,20.1,1
231,98,2.3,1
232,98,23.3,1
233,99,4.3,1
234,100,1.3,1
235,101,17.3,1
236,101,18.3,1
237,101,21.3,1
238,101,13.2,1
239,102,8.1,1
240,102,7.1,1
241,103,10.1,1
242,104,8.2,1
243,104,30.2,1
244,104,25.2,1
245,104,15.3,1
246,105,1.1,2
247,105,18.3,1
248,105,7.2,1
249,106,5.3,1
250,106,13.3,1
251,107,17.3,1
252,107,4.2,1
253,107,13.3,1
254,107,15.3,1
255,108,2.3,1
256,108,1.3,1
257,108,10.3,1
258,109,12.3,1
259,109,4.3,1
260,109,18.2,1
261,109,7.3,1
262,110,20.1,1
263,110,23.3,1
264,110,21.3,1
265,110,13.1,1
266,111,17.2,1
267,111,3.3,1
268,111,18.2,1
269,111,14.3,1
270,112,18.1,1
271,113,17.3,1
272,113,5.3,1
273,113,16.2,1
274,114,18.3,1
275,114,29.1,1
276,115,20.1,1
277,115,23.3,1
278,115,6.2,1
279,116,3.3,1
280,117,27.2,1
281,117,29.3,1
282,118,7.3,1
283,118,28.1,1
284,119,22.2,1
285,120,2.1,1
286,120,1.1,1
287,120,28.3,1
288,121,8.2,1
289,121,22.3,1
290,121,29.3,1
291,121,16.3,1
292,122,4.2,1
293,123,12.1,1
294,124,8.1,1
295,124,29.3,1
296,124,13.3,1
297,124,9.1,1
298,125,9.4,1
299,126,15.3,1
300,127,18.2,1
301,128,13.1,1
302,129,20.1,1
303,129,9.2,1
304,130,1.1,1
305,130,12.3,1
306,130,5.2,1
307,130,16.1,1
308,131,19.3,1
309,131,3.3,1
310,131,11.1,1
311,131,10.1,1
312,132,18.1,1
313,133,8.3,1
314,133,1.3,1
315,133,9.1,1
316,134,20.1,1
317,134,16.3,1
318,134,10.1,1
319,135,15.3,1
320,136,3.3,1
321,136,27.1,1
322,137,26.3,1
323,137,18.1,1
324,137,13.2,1
325,138,17.2,1
326,138,22.3,1
327,138,25.3,1
328,138,29.2,1
329,139,3.3,1
330,140,7.1,1
331,140,15.2,1
332,141,2.2,1
333,142,11.2,1
334,143,17.1,1
335,143,2.1,1
336,143,1.3,1
337,143,5.2,1
338,143,18.3,1
339,143,7.1,1
340,143,6.3,1
341,143,15.2,1
342,144,8.2,3
343,144,20.1,1
344,144,17.3,1
345,144,19.2,1
346,144,3.3,1
347,144,22.3,1
348,144,31.1,1
349,144,16.3,1
350,144,16.1,1
351,144,13.3,1
352,144,6.2,1
353,144,15.3,1
354,145,9.1,1
355,146,17.3,1
356,146,22.2,1
357,146,1.2,1
358,147,9.4,1
359,148,26.1,1
360,149,28.2,1
361,150,18.2,1
362,151,16.3,1
363,151,10.1,1
364,152,1.1,1
365,152,28.3,1
366,152,6.1,1
367,152,9.2,1
368,153,5.2,1
369,154,7.1,1
370,155,19.1,1
371,155,23.3,1
372,155,18.3,1
373,155,27.3,1
374,156,23.2,1
375,156,6.3,1
376,157,4.3,1
377,157,26.2,1
378,157,29.2,1
379,157,14.2,1
380,158,25.2,1
381,158,6.2,1
382,159,22.3,1
383,159,6.2,1
384,160,2.2,1
385,161,1.1,1
386,161,13.2,1
387,161,9.4,1
388,162,20.1,1
389,163,1.2,1
390,163,18.3,1
391,163,9.2,1
392,164,17.3,1
393,164,18.2,1
394,165,7.2,1
395,166,7.1,1
396,167,8.3,1
397,167,4.2,1
398,167,18.2,1
399,168,20.1,1
400,168,15.2,1
401,169,22.3,1
402,169,12.1,1
403,169,29.2,1
404,170,1.3,1
405,171,23.2,1
406,172,23.1,1
407,172,10.2,1
408,172,6.3,1
409,173,17.2,1
410,173,2.2,1
411,173,15.3,1
412,174,20.1,1
413,174,17.3,1
414,174,17.2,1
415,174,12.2,1
416,175,4.3,1
417,176,17.3,1
418,176,27.2,1
419,177,23.1,1
420,177,6.3,1
421,178,27.3,1
422,179,1.3,1
423,179,29.2,1
424,179,15.1,1
425,180,2.3,1
426,180,7.3,1
427,181,5.3,1
428,182,32.1,1
429,182,27.3,1
430,183,23.2,1
431,183,14.3,1
432,183,14.1,1
433,184,1.3,1
434,185,29.2,1
435,185,14.1,1
436,186,5.3,1
437,186,16.3,1
438,186,14.3,1
439,186,6.3,1
440,187,3.3,1
441,187,14.3,1
442,188,3.3,1
443,188,18.1,1
444,188,27.3,1
445,189,20.1,2
446,189,6.1,1
447,190,8.3,1
448,190,22.2,1
449,190,31.1,1
450,190,7.3,1
451,191,17.3,1
452,191,30.2,1
453,192,29.1,1
454,192,16.3,1
455,193,20.1,1
456,193,17.2,1
457,193,30.3,2
458,194,8.1,1
459,195,8.3,1
460,196,29.1,1
461,196,13.2,1
462,196,15.2,1
463,197,22.3,1
464,197,12.3,1
465,197,25.3,1
466,197,21.3,1
467,198,20.1,1
468,198,30.3,1
469,199,30.2,1
470,200,9.4,1
471,201,24.2,1
472,201,19.3,1
473,201,4.3,1
474,201,9.4,1
475,202,17.1,1
476,203,17.3,1
477,203,25.2,1
478,203,31.3,1
479,203,9.1,1
480,204,13.3,1
481,205,17.1,1
482,205,30.2,1
483,205,7.1,1
484,206,23.2,1
485,206,18.1,1
486,206,13.3,1
487,207,13.3,1
488,208,8.3,1
489,208,8.1,1
490,208,30.2,1
491,208,18.2,1
492,208,9.2,1
493,209,17.3,1
494,210,28.1,1
495,211,18.1,1
496,212,12.3,1
497,213,22.3,1
498,214,12.3,1
499,214,4.2,1
500,214,5.1,1
501,214,14.2,1
502,215,11.1,1
503,216,8.2,1
504,216,3.3,1
505,216,1.3,1
506,217,2.2,1
507,217,28.1,1
508,218,13.2,1
509,219,8.3,1
510,219,3.3,1
511,219,27.2,1
512,219,28.2,1
513,220,1.1,1
514,220,12.1,1
515,220,23.3,1
516,220,13.3,1
517,221,3.3,1
518,221,7.2,1
519,221,9.1,1
520,222,22.3,1
521,222,29.1,1
522,223,31.1,1
523,224,30.1,1
524,224,4.2,1
525,224,23.2,1
526,224,6.3,1
527,225,8.3,1
528,225,8.2,1
529,225,16.1,1
530,226,2.3,1
531,227,8.2,1
532,227,9.2,1
533,228,25.1,1
534,229,25.3,1
535,229,7.3,1
536,229,14.1,1
537,230,6.2,1
538,231,17.3,1
539,231,23.1,1
540,231,7.1,1
541,232,8.2,1
542,232,10.3,1
543,233,28.1,1
544,234,30.2,1
545,234,4.1,1
546,234,23.2,1
547,235,17.2,1
548,236,2.3,1
549,236,11.2,1
550,237,11.1,1
551,238,14.3,1
552,239,4.3,1
553,239,6.2,1
554,240,22.2,1
555,241,29.2,1
556,241,10.3,1
557,242,24.2,1
558,242,6.3,1
559,242,15.2,1
560,243,2.3,1
561,243,10.1,1
562,244,4.1,1
563,244,13.3,1
564,245,8.3,1
565,245,19.3,1
566,246,30.2,1
567,246,18.3,1
568,247,1.2,1
569,247,29.2,1
570,247,10.1,1
571,248,1.1,1
572,248,6.3,1
573,249,8.3,1
574,249,24.1,1
575,250,22.2,1
576,251,5.2,1
577,252,7.2,1
578,253,32.1,1
579,254,8.3,1
580,254,32.1,1
581,254,3.3,1
582,255,3.3,1
583,255,11.2,1
584,255,1.3,1
585,255,28.2,1
586,256,31.3,1
587,257,17.3,1
588,257,30.3,1
589,258,2.2,1
590,259,18.3,1
591,260,3.3,1
592,260,9.3,1
593,261,32.1,1
594,262,17.2,1
595,263,14.3,1
596,264,5.2,1
597,265,30.2,1
598,265,5.3,1
599,265,29.2,1
600,265,13.3,1
601,266,27.2,1
602,267,22.3,1
603,267,26.3,1
604,267,23.1,1
605,268,4.3,1
606,268,18.1,1
607,269,30.2,1
608,270,16.3,1
609,270,14.3,1
610,270,6.3,1
611,271,20.1,1
612,271,17.2,2
613,271,30.2,2
614,271,19.3,2
615,271,2.2,1
616,271,4.2,1
617,271,29.1,1
618,271,21.2,1
619,271,16.2,1
620,271,9.1,1
621,272,4.2,1
622,273,21.1,1
623,274,22.3,1
624,274,6.3,1
625,275,2.3,1
626,275,3.3,1
627,275,18.1,1
628,275,29.2,1
629,276,3.3,1
630,276,13.3,1
631,277,22.2,1
632,278,25.2,1
633,278,16.3,1
634,279,17.2,1
635,279,30.2,1
636,280,7.2,1
637,280,15.2,1
638,281,29.1,1
639,282,2.1,1
640,282,3.3,1
641,282,27.3,1
642,282,14.3,1
643,283,23.2,1
644,284,22.2,1
645,284,1.1,1
646,284,23.2,1
647,285,7.3,1
648,286,4.2,1
649,286,27.3,1
650,287,4.2,1
651,287,31.2,1
652,287,18.2,1
653,287,29.1,1
654,288,32.1,1
655,288,7.3,1
656,288,10.3,1
657,289,3.3,1
658,290,2.1,1
659,290,15.2,1
660,291,8.3,1
661,291,30.2,2
662,291,22.2,1
663,292,14.2,1
664,292,28.3,1
665,293,2.1,1
666,293,25.1,1
667,294,8.2,1
668,294,4.3,1
669,294,6.3,1
670,295,17.2,1
671,296,11.1,1
672,296,12.1,1
673,296,6.2,1
674,297,16.2,1
675,298,17.2,1
676,298,17.1,1
677,298,30.2,1
678,298,2.1,1
679,299,2.1,1
680,299,28.2,1
681,300,20.1,1
682,300,12.1,1
683,300,25.1,1
684,300,10.1,1
685,301,23.3,1
686,302,27.3,1
687,303,20.1,1
688,303,12.2,1
689,303,18.1,1
690,304,1.1,1
691,304,5.3,1
692,305,18.3,1
693,305,29.1,1
694,305,13.2,1
695,306,20.1,1
696,306,1.1,1
697,306,23.2,1
698,307,2.3,1
699,307,6.2,1
700,308,1.3,1
701,308,31.3,1
702,308,6.1,1
703,309,3.3,1
704,309,27.2,1
705,310,1.1,1
706,310,6.1,1
707,311,29.3,1
708,312,20.1,1
709,312,32.1,1
710,312,30.2,1
711,312,29.2,1
712,313,2.2,1
713,314,24.2,1
714,314,3.3,1
715,314,11.2,1
716,314,1.2,1
717,314,15.2,1
718,315,2.2,1
719,316,1.1,1
720,316,4.2,1
721,317,17.1,1
722,317,2.2,1
723,317,22.3,1
724,317,1.1,1
725,317,31.3,1
726,317,7.1,1
727,317,28.1,1
728,318,12.3,1
729,318,5.3,1
730,318,21.1,1
731,318,13.3,1
732,319,4.2,1
733,320,17.2,1
734,320,19.3,1
735,321,4.3,1
736,322,17.3,1
737,322,19.3,1
738,322,2.1,1
739,322,6.3,1
740,323,2.2,1
741,324,3.3,1
742,325,2.1,1
743,325,15.1,1
744,326,17.2,1
745,326,10.3,1
746,327,2.2,1
747,328,26.3,1
748,329,13.3,1
749,329,10.2,1
750,330,20.1,1
751,330,30.2,1
752,330,2.2,1
753,330,2.1,1
754,330,3.3,1
755,330,22.3,2
756,330,1.3,1
757,330,31.3,1
758,330,27.1,1
759,330,29.3,1
760,330,13.3,1
761,330,13.2,1
762,330,28.3,1
763,330,9.2,1
764,331,7.2,1
765,332,29.2,1
766,332,16.3,1
767,332,6.2,1
768,333,30.2,1
769,334,24.3,1
770,334,18.2,1
771,334,16.2,1
772,334,6.3,1
773,335,26.3,1
774,336,7.3,1
775,337,1.3,1
776,337,18.3,1
777,338,5.3,1
778,338,6.3,1
779,338,9.4,1
780,339,13.2,1
781,340,27.1,1
782,341,8.2,1
783,341,18.1,1
784,342,29.3,1
785,342,16.3,1
786,343,3.3,1
787,343,22.2,1
788,344,12.2,1
789,345,27.1,1
790,345,28.1,1
791,346,11.1,1
792,346,1.1,1
793,346,12.3,1
794,346,23.1,1
795,347,28.3,1
796,347,6.3,1
797,347,15.2,1
798,348,2.2,1
799,348,6.3,1
800,348,6.1,1
801,349,18.3,1
802,350,2.3,1
803,350,18.2,2
804,350,13.1,1
805,351,20.1,1
806,351,1.2,1
807,352,20.1,1
808,352,12.3,1
809,353,8.3,1
810,353,17.3,1
811,353,7.1,1
812,354,11.1,1
813,354,15.3,1
814,355,30.2,1
815,355,4.2,1
816,356,30.2,1
817,357,17.3,1
818,357,16.1,1
819,357,28.1,1
820,358,4.2,1
821,359,11.2,1
822,359,6.3,1
823,360,8.3,1
824,360,11.1,1
825,360,1.1,1
826,361,20.1,2
827,361,12.1,1
828,362,8.2,1
829,362,5.3,1
830,363,26.3,1
831,363,5.3,1
832,364,4.2,1
833,364,9.4,1
834,365,22.2,1
835,365,26.3,1
836,365,18.2,1
837,366,12.3,1
838,367,1.3,1
839,367,28.2,1
840,368,14.2,1
841,368,6.3,1
842,369,28.2,1
843,370,22.3,1
844,370,1.1,1
845,371,18.2,1
846,372,28.1,1
847,373,19.1,1
848,373,2.2,1
849,373,29.3,1
850,374,20.1,1
851,374,30.2,1
852,374,27.1,1
853,375,5.2,1
854,376,9.4,1
855,376,15.3,1
856,377,1.2,1
857,377,6.3,1
858,378,25.1,1
859,379,6.3,1
860,380,24.2,1
861,380,17.2,1
862,381,16.2,1
863,382,6.1,1
864,382,15.2,1
865,383,13.2,1
866,384,1.1,1
867,384,12.2,1
868,384,26.2,1
869,384,9.1,1
870,385,15.3,1
871,386,25.1,1
872,386,21.2,1
873,386,6.2,1
874,387,8.1,1
875,387,20.1,1
876,387,19.2,1
877,387,3.3,1
878,387,18.1,1
879,387,13.3,1
880,387,28.1,1
881,388,8.1,1
882,388,30.2,1
883,388,26.2,1
884,388,15.1,1
885,389,14.3,1
886,390,31.3,1
887,391,9.2,1
888,392,20.1,1
889,392,24.1,1
890,392,17.3,1
891,392,18.1,2
892,392,7.3,1
893,392,29.3,1
894,392,21.3,1
895,392,13.3,1
896,393,11.1,1
897,393,1.3,1
898,394,20.1,1
899,394,19.1,1
900,394,1.3,1
901,394,1.1,1
902,394,31.3,1
903,394,18.2,3
904,394,18.1,1
905,394,29.3,1
906,394,13.3,1
907,394,14.1,1
908,394,6.3,1
909,394,15.1,1
910,395,23.2,1
911,396,28.1,1
912,397,3.3,2
913,397,1.3,1
914,397,18.2,1
915,398,18.1,1
916,399,8.2,1
917,399,17.3,1
918,399,22.2,1
919,399,9.2,1
920,400,18.2,1
921,400,6.3,1
922,401,15.2,1
923,402,22.3,1
924,402,4.2,1
925,403,8.1,1
926,403,2.3,1
927,403,7.1,1
928,404,19.3,1
929,405,29.3,1
930,406,30.2,1
931,406,2.2,1
932,406,25.1,1
933,407,17.2,1
934,407,2.3,1
935,407,18.2,1
936,408,32.1,1
937,408,27.2,1
938,409,18.3,1
939,410,20.1,2
940,410,26.2,1
941,410,9.4,1
942,411,4.2,1
943,411,16.3,1
944,412,32.1,1
945,412,10.2,1
946,413,9.1,1
947,414,2.1,1
948,414,3.3,1
949,414,4.2,1
950,415,17.1,1
951,416,28.3,1
952,417,18.1,1
953,418,19.2,1
954,418,29.2,1
955,419,8.3,1
956,419,1.3,1
957,419,25.2,1
958,419,15.1,1
959,420,3.3,1
960,420,31.1,1
961,421,8.3,1
962,421,24.3,1
963,421,19.1,1
964,422,22.3,1
965,422,4.2,1
966,422,28.2,1
967,423,4.3,1
968,423,29.1,1
969,424,18.2,1
970,425,21.2,1
971,426,2.2,1
972,426,29.1,1
973,426,21.2,1
974,427,28.3,1
975,428,24.3,1
976,428,12.1,1
977,429,13.2,1
978,430,11.2,1
979,430,29.1,1
980,431,20.1,1
981,431,30.1,1
982,431,22.3,1
983,431,1.3,1
984,432,12.1,1
985,432,6.3,1
986,432,15.1,1
987,433,13.3,1
988,434,23.2,1
989,434,13.3,1
990,434,15.3,1
991,435,2.2,1
992,435,31.2,1
993,435,10.1,1
994,436,2.3,1
995,436,4.2,1
996,436,31.1,1
997,436,27.1,1
998,437,8.2,1
999,438,15.2,1
1000,439,30.2,1
1001,439,18.2,1
1002,439,9.1,1
1003,440,24.2,1
1004,440,30.2,1
1005,440,3.3,1
1006,440,22.3,1
1007,440,22.2,1
1008,440,11.3,1
1009,440,11.2,1
1010,440,1.3,1
1011,440,25.3,1
1012,440,18.3,1
1013,440,13.3,1
1014,440,28.1,1
1015,440,6.3,1
1016,440,15.2,1
1017,441,13.3,1
1018,441,6.3,1
1019,442,27.3,1
1020,443,20.1,1
1021,443,17.2,2
1022,443,22.3,1
1023,443,12.2,1
1024,443,25.2,1
1025,443,5.3,1
1026,443,18.3,1
1027,443,29.3,1
1028,443,29.2,1
1029,443,16.2,1
1030,443,13.3,1
1031,443,13.1,1
1032,443,10.2,1
1033,443,6.2,1
1034,444,22.2,1
1035,445,1.3,1
1036,446,20.1,1
1037,446,25.2,1
1038,446,29.3,1
1039,447,3.3,1
1040,448,1.1,1
1041,448,31.2,1
1042,448,29.2,1
1043,449,6.3,1
1044,450,20.1,1
1045,451,3.3,1
1046,451,12.2,1
1047,451,16.3,1
1048,452,8.2,1
1049,452,20.1,1
1050,452,29.2,1
1051,453,17.1,1
1052,453,22.3,1
1053,453,29.2,1
1054,453,6.3,1
1055,454,13.2,1
1056,455,4.3,1
1057,456,28.3,1
1058,457,17.3,1
1059,457,30.2,1
1060,457,2.2,1
1061,458,7.2,1
1062,458,10.2,1
1063,458,9.1,1
1064,459,13.3,1
1065,460,11.1,1
1066,460,4.2,1
1067,461,17.2,1
1068,461,1.1,1
1069,462,28.1,1
1070,463,8.3,1
1071,463,7.2,1
1072,464,8.3,1
1073,464,24.2,1
1074,465,23.1,1
1075,466,28.3,1
1076,466,9.4,1
1077,467,7.1,1
1078,468,22.3,1
1079,468,18.3,1
1080,469,8.2,1
1081,469,29.1,1
1082,470,15.1,1
1083,471,25.1,1
1084,472,25.3,1
1085,472,25.2,1
1086,473,1.3,1
1087,473,7.2,1
1088,473,16.2,1
1089,474,11.1,1
1090,474,18.1,1
1091,475,20.1,1
1092,475,6.3,1
1093,476,18.2,1
1094,476,7.3,1
1095,476,15.2,1
1096,477,11.2,1
1097,477,5.2,1
1098,478,24.2,1
1099,478,30.2,1
1100,479,3.3,1
1101,479,12.3,2
1102,480,18.2,1
1103,481,18.1,1
1104,481,28.1,1
1105,482,11.3,1
1106,482,4.2,1
1107,482,13.1,1
1108,483,8.3,1
1109,483,23.1,1
1110,483,31.1,1
1111,483,13.2,1
1112,484,22.3,1
1113,484,5.3,1
1114,485,17.2,1
1115,486,10.1,1
1116,487,1.1,1
1117,487,29.3,1
1118,487,28.3,1
1119,488,15.2,1
1120,489,27.3,1
1121,490,20.1,1
1122,490,2.2,1
1123,490,23.2,1
1124,491,23.1,1
1125,491,18.3,1
1126,491,27.3,1
1127,491,7.2,1
1128,492,19.3,1
1129,492,29.2,1
1130,492,28.2,1
1131,493,4.3,1
1132,494,3.3,1
1133,494,22.3,1
1134,494,5.3,1
1135,494,16.3,1
1136,495,4.2,1
1137,495,29.3,1
1138,496,1.3,1
1139,496,21.1,1
1140,497,15.1,1
1141,498,4.2,1
1142,499,24.1,1
1143,499,22.3,1
1144,499,5.2,1
1145,499,31.2,1
1146,500,26.2,1
1147,501,17.1,1
1148,501,1.1,1
1149,501,16.3,1
1150,502,25.2,1
1151,503,18.3,1
1152,503,29.2,1
1153,504,9.3,1
1154,505,18.2,1
1155,505,9.4,1
1156,506,28.2,1
1157,507,19.1,1
1158,508,17.2,1
1159,508,17.1,1
1160,508,18.2,1
1161,509,13.3,1
1162,510,2.2,1
1163,510,2.1,1
1164,510,4.3,1
1165,510,13.3,1
1166,511,3.3,1
1167,512,25.2,1
1168,513,22.3,1
1169,513,25.2,1
1170,513,18.3,1
1171,513,6.3,1
1172,514,2.1,1
1173,515,19.3,1
1174,515,26.3,1
1175,516,23.3,1
1176,516,15.3,1
1177,517,5.2,1
1178,518,20.1,1
1179,518,7.3,1
1180,518,29.1,1
1181,519,7.1,1
1182,520,14.3,1
1183,521,6.1,1
1184,522,8.1,1
1185,522,20.1,1
1186,522,2.1,1
1187,522,3.3,1
1188,522,22.3,2
1189,522,11.1,1
1190,522,12.2,2
1191,522,25.3,1
1192,522,29.3,1
1193,522,9.3,1
1194,522,9.2,1
1195,523,7.2,1
1196,524,29.1,1
1197,524,6.2,1
1198,525,18.3,1
1199,526,17.3,1
1200,526,3.3,1
1201,527,22.3,1
1202,527,16.3,1
1203,528,12.2,1
1204,529,24.2,1
1205,529,17.2,2
1206,529,1.1,1
1207,530,2.3,1
1208,530,4.2,1
1209,531,27.2,2
1210,532,27.3,1
1211,532,21.1,1
1212,533,3.3,1
1213,533,13.3,1
1214,533,9.4,1
1215,534,7.3,1
1216,534,16.3,1
1217,535,2.2,1
1218,536,32.1,1
1219,536,27.3,1
1220,537,2.1,1
1221,537,1.1,1
1222,537,4.3,1
1223,538,10.3,1
1224,539,3.3,1
1225,539,25.3,1
1226,539,28.2,1
1227,540,10.3,1
1228,541,20.1,1
1229,542,8.3,1
1230,542,7.2,1
1231,543,19.3,1
1232,543,2.2,1
1233,543,26.2,1
1234,544,23.2,1
1235,544,29.2,1
1236,545,18.3,1
1237,545,18.1,1
1238,545,27.3,1
1239,545,21.3,1
1240,546,11.1,1
1241,547,20.1,1
1242,548,1.3,1
1243,549,20.1,1
1244,549,6.3,1
1245,550,28.2,1
1246,550,9.2,1
1247,551,22.3,1
1248,551,21.2,1
1249,551,6.3,1
1250,551,9.2,1
1251,552,30.2,1
1252,552,11.1,1
1253,552,4.3,1
1254,553,5.3,1
1255,554,30.2,1
1256,554,11.1,1
1257,555,8.1,1
1258,555,1.1,1
1259,556,22.3,1
1260,556,9.4,1
1261,557,29.1,1
1262,557,13.1,1
1263,558,1.2,1
1264,559,2.1,1
1265,560,11.2,1
1266,560,13.2,1
1267,561,10.1,1
1268,562,30.2,1
1269,563,5.3,1
1270,563,15.1,1
1271,564,26.1,1
1272,564,18.2,1
1273,564,10.3,1
1274,565,25.1,1
1275,566,10.3,1
1276,567,8.3,1
1277,567,3.3,2
1278,567,22.2,1
1279,567,18.2,1
1280,567,29.2,1
1281,567,29.1,1
1282,567,21.3,1
1283,567,13.3,1
1284,567,10.2,1
1285,567,6.1,1
1286,568,5.3,1
1287,569,8.1,1
1288,569,30.2,1
1289,569,2.1,1
1290,570,11.2,1
1291,570,16.3,1
1292,571,20.1,1
1293,572,16.2,1
1294,573,2.2,1
1295,573,3.3,1
1296,574,25.2,1
1297,575,2.3,1
1298,575,23.3,1
1299,575,18.3,1
1300,575,28.2,1
1301,576,20.1,1
1302,576,30.2,1
1303,576,28.1,1
1304,577,28.2,1
1305,577,15.3,1
1306,578,8.1,1
1307,578,24.2,1
1308,578,18.3,1
1309,578,27.2,1
1310,578,9.4,1
1311,579,11.1,1
1312,580,1.2,1
1313,580,16.2,1
1314,581,5.3,1
1315,582,26.3,1
1316,583,4.3,1
1317,584,29.1,1
1318,584,21.1,1
1319,585,32.1,1
1320,585,5.3,1
1321,586,12.2,1
1322,586,16.2,1
1323,587,27.3,1
1324,587,27.1,1
1325,588,17.1,1
1326,589,4.1,1
1327,589,26.2,1
1328,589,15.1,1
1329,590,3.3,1
1330,591,22.3,1
1331,591,16.1,1
1332,591,14.3,1
1333,592,25.1,1
1334,592,31.2,1
1335,592,6.3,1
1336,593,17.3,1
1337,593,13.3,1
1338,594,24.3,1
1339,595,2.3,1
1340,595,7.2,1
1341,596,31.1,1
1342,596,21.1,1
1343,597,17.3,1
1344,597,7.2,1
1345,597,13.2,1
1346,598,7.3,1
1347,599,27.3,1
1348,600,2.1,1
1349,600,22.3,1
1350,600,26.2,1
1351,600,5.2,1
1352,601,8.3,1
1353,601,2.1,1
1354,601,14.2,1
1355,602,27.3,1
1356,603,5.2,1
1357,604,21.1,1
1358,604,10.2,1
1359,605,18.2,1
