order_id,order_date,order_time,total_price
73,2015-02-01,11:58:56,12.75
74,2015-02-01,12:01:12,72.0
75,2015-02-01,12:10:15,53.25
76,2015-02-01,12:21:17,70.25
77,2015-02-01,12:22:46,30.0
78,2015-02-01,12:28:14,132.95
79,2015-02-01,12:29:11,52.25
80,2015-02-01,12:35:38,26.5
81,2015-02-01,12:40:01,20.75
82,2015-02-01,12:45:51,65.5
83,2015-02-01,12:53:27,12.75
84,2015-02-01,13:13:41,15.25
85,2015-02-01,13:34:49,64.75
86,2015-02-01,13:40:31,16.5
87,2015-02-01,14:01:02,65.25
88,2015-02-01,14:10:08,18.5
89,2015-02-01,14:30:19,41.5
90,2015-02-01,15:08:48,33.0
91,2015-02-01,15:14:43,64.0
92,2015-02-01,15:17:02,152.25
93,2015-02-01,15:29:31,16.25
94,2015-02-01,16:17:16,28.75
95,2015-02-01,16:18:04,32.75
96,2015-02-01,16:21:20,12.0
97,2015-02-01,16:45:33,12.0
98,2015-02-01,17:18:18,41.0
99,2015-02-01,17:45:42,20.75
100,2015-02-01,17:46:17,16.5
101,2015-02-01,17:51:33,73.25
102,2015-02-01,17:54:04,25.25
103,2015-02-01,18:02:09,12.5
104,2015-02-01,18:02:12,70.5
105,2015-02-01,18:12:01,52.75
106,2015-02-01,18:12:13,41.0
107,2015-02-01,18:25:09,78.25
108,2015-02-01,18:25:25,57.75
109,2015-02-01,18:27:50,74.5
110,2015-02-01,18:36:19,65.75
111,2015-02-01,18:38:01,68.5
112,2015-02-01,18:41:40,9.75
113,2015-02-01,18:50:21,57.75
114,2015-02-01,18:59:32,27.5
115,2015-02-01,19:05:17,49.25
116,2015-02-01,19:18:49,18.5
117,2015-02-01,19:23:02,36.75
118,2015-02-01,19:26:59,32.75
119,2015-02-01,19:32:29,14.75
120,2015-02-01,19:35:07,42.75
121,2015-02-01,19:38:48,75.7
122,2015-02-01,19:50:19,16.5
123,2015-02-01,20:12:09,12.0
124,2015-02-01,20:12:34,65.75
125,2015-02-01,20:31:06,25.5
126,2015-02-01,20:53:42,20.25
127,2015-02-01,20:58:23,12.5
128,2015-02-01,21:05:06,12.5
129,2015-02-01,21:13:02,28.0
130,2015-02-01,21:14:55,59.75
131,2015-02-01,21:33:10,63.75
132,2015-02-01,21:42:45,9.75
133,2015-02-01,22:00:17,49.25
134,2015-02-01,22:13:24,45.25
135,2015-02-01,22:29:34,20.25
136,2015-02-01,22:32:49,31.0
137,2015-03-01,11:34:10,46.5
138,2015-03-01,11:44:50,71.95
139,2015-03-01,11:57:39,18.5
140,2015-03-01,12:26:44,28.5
141,2015-03-01,13:16:01,16.0
142,2015-03-01,13:33:59,16.0
143,2015-03-01,13:41:36,121.75
144,2015-03-01,13:44:28,238.45
145,2015-03-01,13:53:48,12.0
146,2015-03-01,14:22:10,48.75
147,2015-03-01,14:32:51,25.5
148,2015-03-01,14:40:42,12.0
149,2015-03-01,14:48:45,16.0
150,2015-03-01,14:49:58,12.5
151,2015-03-01,15:09:34,33.25
152,2015-03-01,15:09:42,59.5
153,2015-03-01,15:16:34,16.0
154,2015-03-01,15:22:43,12.5
155,2015-03-01,15:28:59,69.25
156,2015-03-01,15:42:19,36.75
157,2015-03-01,15:43:03,69.5
158,2015-03-01,15:54:30,33.5
159,2015-03-01,15:59:22,34.7
160,2015-03-01,16:35:33,16.0
161,2015-03-01,16:43:46,52.5
162,2015-03-01,16:51:22,12.0
163,2015-03-01,16:54:54,44.5
164,2015-03-01,16:56:33,33.25
165,2015-03-01,16:57:37,16.5
166,2015-03-01,16:58:51,12.5
167,2015-03-01,17:00:49,49.75
168,2015-03-01,17:02:27,28.0
169,2015-03-01,17:15:48,46.2
170,2015-03-01,17:21:31,16.5
171,2015-03-01,17:23:03,16.0
172,2015-03-01,17:29:24,49.25
173,2015-03-01,17:35:30,53.0
174,2015-03-01,17:37:49,65.5
175,2015-03-01,17:50:51,20.75
176,2015-03-01,17:51:57,37.25
177,2015-03-01,17:54:36,32.75
178,2015-03-01,18:15:03,20.75
179,2015-03-01,18:20:14,44.75
180,2015-03-01,18:33:34,41.25
181,2015-03-01,18:49:32,20.25
182,2015-03-01,18:50:10,44.4
183,2015-03-01,18:54:55,49.25
184,2015-03-01,18:59:05,16.5
185,2015-03-01,19:08:33,28.75
186,2015-03-01,19:36:00,82.5
187,2015-03-01,19:37:12,39.25
188,2015-03-01,20:08:39,49.0
189,2015-03-01,20:12:14,36.75
190,2015-03-01,20:14:23,67.25
191,2015-03-01,20:24:50,37.5
192,2015-03-01,20:30:08,33.0
193,2015-03-01,20:55:47,70.25
194,2015-03-01,21:21:24,12.75
195,2015-03-01,21:25:20,20.75
196,2015-03-01,21:40:14,44.75
197,2015-03-01,21:47:48,80.2
198,2015-03-01,21:55:42,32.75
199,2015-03-01,22:10:38,16.75
200,2015-03-01,22:24:05,25.5
201,2015-03-01,22:29:59,83.25
202,2015-03-01,22:50:29,12.75
203,2015-04-01,11:30:48,67.0
204,2015-04-01,11:36:25,20.75
205,2015-04-01,11:43:54,42.0
206,2015-04-01,11:45:10,46.5
207,2015-04-01,12:03:58,20.75
208,2015-04-01,12:12:05,78.75
209,2015-04-01,12:29:17,20.75
210,2015-04-01,12:34:13,12.0
211,2015-04-01,12:54:20,9.75
212,2015-04-01,13:16:03,20.5
213,2015-04-01,13:20:39,17.95
214,2015-04-01,13:39:16,65.5
215,2015-04-01,13:44:49,12.0
216,2015-04-01,14:31:56,51.75
217,2015-04-01,14:35:03,28.0
218,2015-04-01,14:35:11,16.5
219,2015-04-01,14:42:01,71.75
220,2015-04-01,15:31:59,63.75
221,2015-04-01,15:33:18,47.0
222,2015-04-01,15:46:38,30.2
223,2015-04-01,16:08:20,11.0
224,2015-04-01,16:39:58,66.0
225,2015-04-01,16:41:48,50.25
226,2015-04-01,16:59:39,20.5
227,2015-04-01,17:24:39,32.75
228,2015-04-01,17:31:24,12.75
229,2015-04-01,17:37:57,54.25
230,2015-04-01,17:58:38,16.75
231,2015-04-01,18:04:18,45.25
232,2015-04-01,18:21:59,37.5
233,2015-04-01,18:26:51,12.0
234,2015-04-01,18:36:09,45.25
235,2015-04-01,18:51:30,16.75
236,2015-04-01,19:21:04,36.5
237,2015-04-01,19:27:48,12.0
238,2015-04-01,19:45:15,20.75
239,2015-04-01,19:57:52,37.5
240,2015-04-01,20:10:24,14.75
241,2015-04-01,20:11:25,37.0
242,2015-04-01,20:15:29,53.0
243,2015-04-01,20:26:17,33.0
244,2015-04-01,20:26:22,33.25
245,2015-04-01,20:28:41,41.5
246,2015-04-01,20:30:48,32.0
247,2015-04-01,20:55:29,42.0
248,2015-04-01,20:58:19,31.25
249,2015-04-01,21:06:16,33.0
250,2015-04-01,21:07:05,14.75
251,2015-04-01,21:10:05,16.0
252,2015-04-01,22:13:15,16.5
253,2015-04-01,22:16:18,23.65
254,2015-04-01,22:22:13,62.9
255,2015-05-01,11:23:35,67.0
256,2015-05-01,11:56:06,17.5
257,2015-05-01,11:59:04,41.5
258,2015-05-01,11:59:23,16.0
259,2015-05-01,12:04:25,15.25
260,2015-05-01,12:06:27,39.0
261,2015-05-01,12:38:29,23.65
262,2015-05-01,12:42:01,16.75
263,2015-05-01,12:57:22,20.75
264,2015-05-01,13:03:59,16.0
265,2015-05-01,13:04:42,74.0
266,2015-05-01,13:09:29,16.5
267,2015-05-01,13:37:50,50.2
268,2015-05-01,13:40:46,30.5
269,2015-05-01,13:49:34,16.75
270,2015-05-01,14:09:02,62.25
271,2015-05-01,14:22:19,210.5
272,2015-05-01,14:24:05,16.5
273,2015-05-01,14:28:00,12.5
274,2015-05-01,14:36:33,38.7
275,2015-05-01,14:38:14,65.0
276,2015-05-01,15:18:18,39.25
277,2015-05-01,15:41:50,14.75
278,2015-05-01,15:49:21,37.5
279,2015-05-01,16:07:03,33.5
280,2015-05-01,16:20:23,32.5
281,2015-05-01,16:33:48,12.25
282,2015-05-01,16:49:38,72.0
283,2015-05-01,16:51:43,16.0
284,2015-05-01,16:58:16,41.25
285,2015-05-01,16:58:38,20.75
286,2015-05-01,17:01:23,37.25
287,2015-05-01,17:30:09,55.75
288,2015-05-01,17:32:44,65.15
289,2015-05-01,17:36:23,18.5
290,2015-05-01,17:41:16,28.0
291,2015-05-01,17:44:39,69.0
292,2015-05-01,17:48:59,36.75
293,2015-05-01,17:58:38,24.75
294,2015-05-01,18:16:35,58.25
295,2015-05-01,18:20:12,16.75
296,2015-05-01,18:46:54,40.75
297,2015-05-01,19:02:18,16.75
298,2015-05-01,19:10:36,58.25
299,2015-05-01,19:34:31,28.0
300,2015-05-01,19:42:54,49.25
301,2015-05-01,19:45:58,20.5
302,2015-05-01,19:57:37,20.75
303,2015-05-01,20:02:51,37.75
304,2015-05-01,20:07:58,30.75
305,2015-05-01,20:35:40,44.0
306,2015-05-01,20:37:40,38.5
307,2015-05-01,21:45:38,37.25
308,2015-05-01,21:59:46,46.75
309,2015-06-01,11:39:06,35.0
310,2015-06-01,11:40:48,23.25
311,2015-06-01,11:57:27,20.25
312,2015-06-01,12:05:21,68.65
313,2015-06-01,12:09:09,16.0
314,2015-06-01,12:11:58,80.0
315,2015-06-01,12:17:40,16.0
316,2015-06-01,12:29:34,27.0
317,2015-06-01,12:31:00,99.2
318,2015-06-01,12:45:14,74.0
319,2015-06-01,12:46:22,16.5
320,2015-06-01,12:46:40,37.5
321,2015-06-01,12:56:21,20.75
322,2015-06-01,13:02:13,74.25
323,2015-06-01,13:05:33,16.0
324,2015-06-01,13:06:44,18.5
325,2015-06-01,13:07:32,24.0
326,2015-06-01,13:10:13,37.5
327,2015-06-01,13:10:54,16.0
328,2015-06-01,13:16:35,20.25
329,2015-06-01,13:22:44,37.25
330,2015-06-01,13:27:11,251.4
331,2015-06-01,13:43:30,16.5
332,2015-06-01,14:12:01,53.75
333,2015-06-01,14:16:36,16.75
334,2015-06-01,14:24:18,70.25
335,2015-06-01,14:24:47,20.25
336,2015-06-01,14:51:41,20.75
337,2015-06-01,15:03:12,31.75
338,2015-06-01,15:18:26,66.5
339,2015-06-01,15:25:13,16.5
340,2015-06-01,15:35:32,12.5
341,2015-06-01,15:35:47,26.5
342,2015-06-01,15:44:12,41.0
343,2015-06-01,15:45:37,33.25
344,2015-06-01,16:01:11,16.0
345,2015-06-01,16:01:47,24.5
346,2015-06-01,16:30:00,55.0
347,2015-06-01,16:37:17,57.0
348,2015-06-01,16:49:12,49.5
349,2015-06-01,17:25:58,15.25
350,2015-06-01,17:37:05,58.0
351,2015-06-01,17:37:29,25.25
352,2015-06-01,17:45:48,32.5
353,2015-06-01,17:59:48,54.0
354,2015-06-01,18:01:44,32.25
355,2015-06-01,18:14:45,33.25
356,2015-06-01,18:16:05,16.75
357,2015-06-01,18:27:58,45.5
358,2015-06-01,18:30:12,16.5
359,2015-06-01,18:33:08,36.75
360,2015-06-01,18:50:38,43.25
361,2015-06-01,19:12:38,36.0
362,2015-06-01,19:13:36,37.0
363,2015-06-01,19:20:31,40.5
364,2015-06-01,19:27:24,42.0
365,2015-06-01,19:37:26,47.5
366,2015-06-01,20:04:20,20.5
367,2015-06-01,20:05:12,32.5
368,2015-06-01,20:28:16,37.25
369,2015-06-01,20:30:06,16.0
370,2015-06-01,21:02:30,28.45
371,2015-06-01,21:15:20,12.5
372,2015-06-01,22:26:59,12.0
373,2015-07-01,11:45:18,49.0
374,2015-07-01,11:55:59,41.25
375,2015-07-01,11:58:36,16.0
376,2015-07-01,12:01:17,45.75
377,2015-07-01,12:03:18,34.0
378,2015-07-01,12:19:37,12.75
379,2015-07-01,12:25:37,20.75
380,2015-07-01,12:32:10,33.0
381,2015-07-01,12:33:06,16.75
382,2015-07-01,12:33:07,28.75
383,2015-07-01,12:43:59,16.5
384,2015-07-01,12:51:46,54.5
385,2015-07-01,12:54:19,20.25
386,2015-07-01,12:58:16,46.0
387,2015-07-01,13:03:14,102.5
388,2015-07-01,13:04:56,57.5
389,2015-07-01,13:10:17,20.75
390,2015-07-01,13:15:32,17.5
391,2015-07-01,13:25:31,16.0
392,2015-07-01,13:36:47,147.0
393,2015-07-01,13:48:31,28.5
394,2015-07-01,14:02:18,202.75
395,2015-07-01,14:11:08,16.0
396,2015-07-01,14:12:21,12.0
397,2015-07-01,14:31:10,66.0
398,2015-07-01,14:56:26,9.75
399,2015-07-01,15:47:49,68.25
400,2015-07-01,16:03:07,33.25
401,2015-07-01,16:08:35,16.0
402,2015-07-01,16:24:46,34.45
403,2015-07-01,16:26:10,45.75
404,2015-07-01,16:39:27,20.75
405,2015-07-01,16:44:16,20.25
406,2015-07-01,16:50:49,45.5
407,2015-07-01,16:56:42,49.75
408,2015-07-01,17:09:09,40.15
409,2015-07-01,17:15:04,15.25
410,2015-07-01,17:33:49,65.5
411,2015-07-01,17:58:09,37.25
412,2015-07-01,18:07:46,40.15
413,2015-07-01,18:11:32,12.0
414,2015-07-01,18:13:22,47.0
415,2015-07-01,18:16:23,12.75
416,2015-07-01,18:17:42,20.25
417,2015-07-01,18:24:40,9.75
418,2015-07-01,18:40:11,33.0
419,2015-07-01,19:02:31,66.0
420,2015-07-01,19:04:40,29.5
421,2015-07-01,19:21:58,53.75
422,2015-07-01,19:30:25,50.45
423,2015-07-01,19:45:07,33.0
424,2015-07-01,20:01:28,12.5
425,2015-07-01,20:21:19,16.5
426,2015-07-01,20:25:45,44.75
427,2015-07-01,21:49:00,20.25
428,2015-07-01,22:05:00,32.25
429,2015-07-01,22:16:53,16.5
430,2015-07-01,22:46:13,28.25
431,2015-08-01,11:17:13,59.2
432,2015-08-01,11:39:07,44.75
433,2015-08-01,11:49:50,20.75
434,2015-08-01,11:54:14,57.0
435,2015-08-01,12:06:09,43.0
436,2015-08-01,12:07:21,60.5
437,2015-08-01,12:07:54,16.75
438,2015-08-01,12:08:38,16.0
439,2015-08-01,12:13:08,41.25
440,2015-08-01,12:16:34,242.7
441,2015-08-01,12:16:58,41.5
442,2015-08-01,12:28:49,20.75
443,2015-08-01,12:34:20,251.45
444,2015-08-01,12:40:05,14.75
445,2015-08-01,12:57:39,16.5
446,2015-08-01,12:58:01,49.0
447,2015-08-01,13:02:00,18.5
448,2015-08-01,13:03:34,41.25
449,2015-08-01,13:04:15,20.75
450,2015-08-01,13:07:53,12.0
451,2015-08-01,13:19:06,55.25
452,2015-08-01,13:24:11,45.0
453,2015-08-01,13:27:14,67.7
454,2015-08-01,13:31:40,16.5
455,2015-08-01,13:39:14,20.75
456,2015-08-01,13:47:53,20.25
457,2015-08-01,13:59:04,53.5
458,2015-08-01,14:00:05,45.0
459,2015-08-01,14:14:02,20.75
460,2015-08-01,14:19:58,28.5
461,2015-08-01,14:21:19,27.25
462,2015-08-01,14:38:41,12.0
463,2015-08-01,14:40:28,37.25
464,2015-08-01,14:49:01,37.0
465,2015-08-01,14:55:23,12.0
466,2015-08-01,15:30:10,45.75
467,2015-08-01,15:33:13,12.5
468,2015-08-01,15:36:12,33.2
469,2015-08-01,15:37:18,29.0
470,2015-08-01,15:49:13,12.0
471,2015-08-01,16:20:26,12.75
472,2015-08-01,16:29:50,37.75
473,2015-08-01,16:41:27,49.75
474,2015-08-01,16:47:48,21.75
475,2015-08-01,17:15:17,32.75
476,2015-08-01,17:27:56,49.25
477,2015-08-01,17:30:04,32.0
478,2015-08-01,17:35:56,33.0
479,2015-08-01,17:37:03,59.5
480,2015-08-01,17:41:31,12.5
481,2015-08-01,17:41:37,21.75
482,2015-08-01,17:52:42,49.25
483,2015-08-01,17:54:05,60.25
484,2015-08-01,18:02:54,38.2
485,2015-08-01,18:07:31,16.75
486,2015-08-01,18:15:08,12.5
487,2015-08-01,18:30:16,51.0
488,2015-08-01,18:46:02,16.0
489,2015-08-01,18:48:43,20.75
490,2015-08-01,18:49:24,44.0
491,2015-08-01,19:01:12,64.5
492,2015-08-01,19:06:21,53.0
493,2015-08-01,19:31:47,20.75
494,2015-08-01,19:38:40,77.45
495,2015-08-01,19:42:52,36.75
496,2015-08-01,19:46:18,29.0
497,2015-08-01,19:49:26,12.0
498,2015-08-01,20:02:25,16.5
499,2015-08-01,21:10:46,60.7
500,2015-08-01,21:46:49,16.0
501,2015-08-01,21:51:31,44.0
502,2015-08-01,22:26:08,16.75
503,2015-09-01,11:16:21,31.5
504,2015-09-01,11:48:18,20.5
505,2015-09-01,11:55:10,38.0
506,2015-09-01,12:02:09,16.0
507,2015-09-01,12:06:03,12.75
508,2015-09-01,12:13:32,42.0
509,2015-09-01,12:13:58,20.75
510,2015-09-01,12:15:03,69.5
511,2015-09-01,12:18:21,18.5
512,2015-09-01,12:19:24,16.75
513,2015-09-01,12:22:48,70.7
514,2015-09-01,12:26:47,12.0
515,2015-09-01,13:07:37,41.0
516,2015-09-01,13:09:09,40.75
517,2015-09-01,13:09:11,16.0
518,2015-09-01,13:11:25,45.0
519,2015-09-01,13:15:20,12.5
520,2015-09-01,13:22:33,20.75
521,2015-09-01,13:43:07,12.75
522,2015-09-01,14:09:33,212.9
523,2015-09-01,14:42:14,16.5
524,2015-09-01,14:51:35,29.0
525,2015-09-01,15:08:46,15.25
526,2015-09-01,15:10:13,39.25
527,2015-09-01,15:23:37,38.7
528,2015-09-01,15:27:21,16.0
529,2015-09-01,15:31:01,60.25
530,2015-09-01,15:43:01,37.0
531,2015-09-01,15:58:10,33.0
532,2015-09-01,16:14:28,33.25
533,2015-09-01,16:28:43,64.75
534,2015-09-01,16:43:32,41.5
535,2015-09-01,17:08:47,16.0
536,2015-09-01,17:18:50,44.4
537,2015-09-01,17:23:52,43.25
538,2015-09-01,17:44:04,20.75
539,2015-09-01,17:51:34,55.5
540,2015-09-01,17:52:41,20.75
541,2015-09-01,18:07:47,12.0
542,2015-09-01,18:08:06,37.25
543,2015-09-01,18:23:59,52.75
544,2015-09-01,18:31:04,32.25
545,2015-09-01,18:46:28,66.5
546,2015-09-01,18:47:27,12.0
547,2015-09-01,18:49:23,12.0
548,2015-09-01,19:06:09,16.5
549,2015-09-01,19:06:34,32.75
550,2015-09-01,19:12:59,32.0
551,2015-09-01,19:26:24,71.2
552,2015-09-01,19:31:25,49.5
553,2015-09-01,20:14:47,20.25
554,2015-09-01,20:15:51,28.75
555,2015-09-01,20:18:25,23.25
556,2015-09-01,20:23:12,43.45
557,2015-09-01,20:30:06,24.75
558,2015-09-01,20:51:10,13.25
559,2015-09-01,21:10:16,12.0
560,2015-09-01,21:13:48,32.5
561,2015-09-01,21:47:56,12.5
562,2015-09-01,22:04:05,16.75
563,2015-09-01,22:19:03,32.25
564,2015-09-01,22:32:32,45.25
565,2015-10-01,12:11:19,12.75
566,2015-10-01,12:21:19,20.75
567,2015-10-01,12:27:47,184.25
568,2015-10-01,12:28:53,20.25
569,2015-10-01,12:37:10,41.5
570,2015-10-01,13:13:59,36.75
571,2015-10-01,13:14:47,12.0
572,2015-10-01,13:15:32,16.75
573,2015-10-01,13:39:33,34.5
574,2015-10-01,13:40:54,16.75
575,2015-10-01,13:41:04,72.25
576,2015-10-01,13:44:22,40.75
577,2015-10-01,13:45:00,36.25
578,2015-10-01,13:48:49,86.25
579,2015-10-01,13:51:19,12.0
580,2015-10-01,13:56:01,30.0
581,2015-10-01,14:13:01,20.25
582,2015-10-01,14:24:14,20.25
583,2015-10-01,14:33:19,20.75
584,2015-10-01,15:05:29,24.75
585,2015-10-01,15:58:42,43.9
586,2015-10-01,16:09:57,32.75
587,2015-10-01,16:32:36,33.25
588,2015-10-01,16:33:36,12.75
589,2015-10-01,17:12:39,40.5
590,2015-10-01,17:23:39,18.5
591,2015-10-01,17:32:54,51.45
592,2015-10-01,17:41:55,48.0
593,2015-10-01,17:48:57,41.5
594,2015-10-01,17:50:19,20.25
595,2015-10-01,18:12:28,37.0
596,2015-10-01,18:24:07,23.5
597,2015-10-01,18:32:36,53.75
598,2015-10-01,18:34:14,20.75
599,2015-10-01,18:34:27,20.75
600,2015-10-01,18:53:52,61.95
601,2015-10-01,18:58:19,49.25
602,2015-10-01,19:02:27,20.75
603,2015-10-01,19:03:11,16.0
604,2015-10-01,19:13:29,29.0
605,2015-10-01,19:23:51,38.0
606,2015-10-01,19:27:18,15.25
607,2015-10-01,19:36:16,54.0
608,2015-10-01,19:36:33,62.5
609,2015-10-01,19:39:32,17.95
610,2015-10-01,19:51:02,27.25
611,2015-10-01,19:58:10,72.75
612,2015-10-01,19:58:15,65.5
613,2015-10-01,20:10:44,12.0
614,2015-10-01,20:12:33,20.75
615,2015-10-01,20:14:03,35.25
616,2015-10-01,20:20:10,36.75
617,2015-10-01,20:27:26,37.5
618,2015-10-01,20:31:14,33.0
619,2015-10-01,20:41:58,20.5
620,2015-10-01,20:45:45,66.0
621,2015-10-01,20:49:29,75.2
622,2015-10-01,20:57:41,37.25
623,2015-10-01,21:21:21,37.25
624,2015-10-01,21:22:44,32.75
625,2015-10-01,21:50:23,36.75
626,2015-10-01,21:55:12,30.75
627,2015-10-01,22:18:35,36.5
628,2015-10-01,22:47:17,57.25
629,2015-10-01,22:48:39,70.0
630,2015-11-01,11:42:08,12.25
631,2015-11-01,11:44:36,15.25
632,2015-11-01,11:44:52,12.0
633,2015-11-01,11:51:45,56.25
634,2015-11-01,12:14:15,15.25
635,2015-11-01,12:18:31,155.75
636,2015-11-01,12:34:44,16.0
637,2015-11-01,12:44:10,36.5
638,2015-11-01,12:49:26,20.25
639,2015-11-01,13:23:21,14.5
640,2015-11-01,13:28:08,45.5
641,2015-11-01,13:37:46,61.75
642,2015-11-01,13:40:00,78.5
643,2015-11-01,13:43:19,16.0
644,2015-11-01,13:52:52,37.25
645,2015-11-01,14:03:45,28.75
646,2015-11-01,14:07:26,31.25
647,2015-11-01,14:07:35,10.5
648,2015-11-01,14:17:17,30.45
649,2015-11-01,14:29:23,54.0
650,2015-11-01,14:34:05,12.5
651,2015-11-01,14:49:35,41.5
652,2015-11-01,16:03:38,54.0
653,2015-11-01,16:18:23,12.75
654,2015-11-01,16:34:07,57.0
655,2015-11-01,16:43:33,16.5
656,2015-11-01,16:44:49,41.0
657,2015-11-01,16:45:47,32.75
658,2015-11-01,16:55:24,44.5
659,2015-11-01,16:56:39,36.75
660,2015-11-01,17:09:36,29.25
661,2015-11-01,17:18:14,12.0
662,2015-11-01,17:21:49,33.25
663,2015-11-01,17:29:14,17.95
664,2015-11-01,17:35:14,52.25
665,2015-11-01,17:42:23,28.75
666,2015-11-01,17:42:25,16.5
667,2015-11-01,18:13:08,21.75
668,2015-11-01,18:13:12,74.0
669,2015-11-01,18:40:44,40.75
670,2015-11-01,18:46:25,28.5
671,2015-11-01,19:18:42,12.75
672,2015-11-01,19:18:46,36.75
673,2015-11-01,19:28:13,37.5
674,2015-11-01,19:33:05,65.5
675,2015-11-01,19:33:19,20.5
676,2015-11-01,19:44:57,36.25
677,2015-11-01,19:51:09,20.75
678,2015-11-01,19:52:49,61.0
679,2015-11-01,20:31:02,79.4
680,2015-11-01,21:07:30,29.0
681,2015-11-01,21:29:50,20.75
682,2015-12-01,11:38:15,20.75
683,2015-12-01,11:39:08,50.0
684,2015-12-01,12:01:23,17.95
685,2015-12-01,12:11:46,20.75
686,2015-12-01,12:13:07,12.0
687,2015-12-01,12:21:09,16.75
688,2015-12-01,12:26:41,37.25
689,2015-12-01,12:33:22,37.5
690,2015-12-01,12:42:10,12.5
691,2015-12-01,12:45:53,20.75
692,2015-12-01,12:53:37,33.5
693,2015-12-01,13:04:24,60.75
694,2015-12-01,13:30:47,50.75
695,2015-12-01,13:33:06,12.75
696,2015-12-01,13:49:40,29.0
697,2015-12-01,13:58:56,28.5
698,2015-12-01,14:08:16,50.25
699,2015-12-01,14:27:03,9.75
700,2015-12-01,14:31:13,81.65
701,2015-12-01,14:33:39,23.0
702,2015-12-01,14:38:35,25.0
703,2015-12-01,15:08:01,12.5
704,2015-12-01,15:28:25,36.5
705,2015-12-01,15:31:00,45.25
706,2015-12-01,15:39:04,33.25
707,2015-12-01,15:41:32,58.25
708,2015-12-01,15:52:44,17.95
709,2015-12-01,15:53:56,12.75
710,2015-12-01,15:59:52,74.75
711,2015-12-01,16:21:10,71.75
712,2015-12-01,16:22:18,21.0
713,2015-12-01,16:31:56,30.5
714,2015-12-01,16:55:08,63.5
715,2015-12-01,17:05:33,45.0
716,2015-12-01,17:06:05,12.0
717,2015-12-01,17:24:44,37.5
718,2015-12-01,17:46:30,37.5
719,2015-12-01,17:52:27,32.75
720,2015-12-01,17:53:59,67.25
721,2015-12-01,18:17:15,32.75
722,2015-12-01,18:20:58,33.0
723,2015-12-01,18:21:04,30.5
724,2015-12-01,18:24:47,69.5
725,2015-12-01,18:33:14,70.25
726,2015-12-01,18:34:25,12.25
727,2015-12-01,18:44:57,12.25
728,2015-12-01,18:53:17,45.5
729,2015-12-01,19:20:41,44.75
730,2015-12-01,19:22:00,16.5
731,2015-12-01,19:27:47,28.25
732,2015-12-01,19:30:17,20.25
733,2015-12-01,19:57:36,63.75
734,2015-12-01,20:00:30,9.75
735,2015-12-01,20:35:34,38.25
